"x","y"
160,7.74743790380702
161,7.72334006034934
162,7.69946569083154
163,7.67581136245516
164,7.65237371579505
165,7.62914946279522
166,7.60613538483121
167,7.58332833083636
168,7.5607252154895
169,7.53832301746175
170,7.51611877772005
171,7.49410959788545
172,7.47229263864384
173,7.45066511820739
174,7.42922431082463
175,7.40796754533747
176,7.38689220378328
177,7.36599572004065
178,7.34527557851682
179,7.32472931287574
180,7.30435450480484
181,7.28414878281947
182,7.26410982110342
183,7.24423533838444
184,7.2245230968433
185,7.20497090105544
186,7.18557659696388
187,7.16633807088238
188,7.14725324852786
189,7.12832009408099
190,7.10953660927397
191,7.09090083250466
192,7.07241083797607
193,7.05406473486051
194,7.03586066648731
195,7.01779680955363
196,6.99987137335733
197,6.98208259905139
198,6.96442875891893
199,6.94690815566846
200,6.92951912174839
201,6.91226001868038
202,6.89512923641091
203,6.87812519268033
204,6.86124633240905
205,6.84449112710015
206,6.82785807425801
207,6.81134569682231
208,6.79495254261719
209,6.77867718381469
210,6.76251821641251
211,6.74647425972516
212,6.73054395588854
213,6.71472596937714
214,6.69901898653382
215,6.68342171511155
216,6.66793288382682
217,6.65255124192441
218,6.63727555875319
219,6.62210462335253
220,6.60703724404906
221,6.59207224806352
222,6.57720848112732
223,6.5624448071086
224,6.54778010764748
225,6.53321328180018
226,6.51874324569189
227,6.504368932178
228,6.49008929051358
229,6.4759032860307
230,6.46180989982357
231,6.44780812844115
232,6.43389698358707
233,6.42007549182659
234,6.40634269430051
235,6.3926976464458
236,6.37913941772265
237,6.36566709134797
238,6.352279764035
239,6.33897654573891
240,6.3257565594083
241,6.31261894074226
242,6.29956283795308
243,6.28658741153429
244,6.27369183403388
245,6.26087528983272
246,6.24813697492786
247,6.23547609672064
248,6.22289187380966
249,6.21038353578807
250,6.19795032304561
251,6.18559148657476
252,6.17330628778122
253,6.16109399829858
254,6.14895389980686
255,6.1368852838551
256,6.12488745168767
257,6.11295971407437
258,6.10110139114411
259,6.08931181222216
260,6.07759031567083
261,6.06593624873345
262,6.0543489673818
263,6.0428278361665
264,6.03137222807073
265,6.01998152436684
266,6.00865511447605
267,5.99739239583091
268,5.98619277374071
269,5.97505566125955
270,5.96398047905719
271,5.95296665529241
272,5.94201362548904
273,5.93112083241446
274,5.92028772596046
275,5.90951376302663
276,5.89879840740594
277,5.8881411296727
278,5.87754140707266
279,5.86699872341529
280,5.85651256896826
281,5.84608244035387
282,5.83570784044758
283,5.82538827827848
284,5.81512326893169
285,5.8049123334527
286,5.79475499875344
287,5.78465079752027
288,5.77459926812366
289,5.76459995452957
290,5.75465240621262
291,5.74475617807076
292,5.73491083034167
293,5.72511592852067
294,5.71537104328013
295,5.70567575039051
296,5.69602963064272
297,5.68643226977204
298,5.67688325838335
299,5.66738219187781
300,5.65792867038086
301,5.64852229867149
302,5.6391626861129
303,5.62984944658431
304,5.62058219841408
305,5.61136056431403
306,5.60218417131489
307,5.59305265070294
308,5.58396563795784
309,5.57492277269143
310,5.56592369858777
311,5.55696806334414
312,5.54805551861309
313,5.53918571994557
314,5.53035832673498
315,5.52157300216228
316,5.51282941314194
317,5.50412723026897
318,5.49546612776676
319,5.48684578343586
320,5.47826587860363
321,5.46972609807479
322,5.46122613008274
323,5.45276566624179
324,5.44434440150015
325,5.43596203409375
326,5.4276182655008
327,5.41931280039714
328,5.41104534661238
329,5.40281561508664
330,5.3946233198282
331,5.3864681778717
332,5.3783499092371
333,5.3702682368893
334,5.36222288669845
335,5.3542135874009
336,5.34624007056075
337,5.33830207053209
338,5.33039932442184
339,5.32253157205313
340,5.31469855592939
341,5.3069000211989
342,5.29913571561999
343,5.29140538952676
344,5.28370879579538
345,5.27604568981087
346,5.26841582943451
347,5.26081897497164
348,5.25325488914005
349,5.24572333703889
350,5.23822408611798
351,5.23075690614769
352,5.2233215691892
353,5.21591784956535
354,5.20854552383183
355,5.20120437074882
356,5.19389417125319
357,5.18661470843096
358,5.17936576749032
359,5.17214713573499
360,5.16495860253801
361,5.15779995931593
362,5.15067099950338
363,5.14357151852805
364,5.13650131378603
365,5.1294601846175
366,5.12244793228286
367,5.11546435993912
368,5.10850927261674
369,5.1015824771967
370,5.09468378238805
371,5.0878129987057
372,5.08096993844851
373,5.07415441567784
374,5.06736624619625
375,5.06060524752664
376,5.05387123889163
377,5.04716404119327
378,5.040483476993
379,5.03382937049198
380,5.02720154751164
381,5.02059983547451
382,5.01402406338538
383,5.00747406181267
384,5.00094966287011
385,4.99445070019868
386,4.98797700894875
387,4.98152842576256
388,4.97510478875688
389,4.96870593750596
390,4.96233171302469
391,4.95598195775201
392,4.94965651553456
393,4.94335523161055
394,4.93707795259383
395,4.93082452645826
396,4.92459480252219
397,4.91838863143325
398,4.9122058651533
399,4.90604635694359
400,4.89990996135013
401,4.8937965341893
402,4.88770593253355
403,4.88163801469745
404,4.87559264022377
405,4.8695696698699
406,4.86356896559429
407,4.85759039054324
408,4.85163380903777
409,4.84569908656064
410,4.83978608974367
411,4.8338946863551
412,4.82802474528716
413,4.82217613654386
414,4.81634873122887
415,4.81054240153359
416,4.80475702072539
417,4.79899246313596
418,4.7932486041499
419,4.78752532019335
420,4.78182248872284
421,4.7761399882143
422,4.77047769815216
423,4.76483549901857
424,4.75921327228291
425,4.75361090039124
426,4.74802826675599
427,4.74246525574582
428,4.7369217526755
429,4.73139764379603
430,4.72589281628481
431,4.72040715823594
432,4.71494055865071
433,4.70949290742816
434,4.70406409535574
435,4.69865401410011
436,4.69326255619811
437,4.68788961504775
438,4.68253508489936
439,4.67719886084687
440,4.67188083881917
441,4.66658091557156
442,4.66129898867736
443,4.6560349565196
444,4.6507887182828
445,4.64556017394482
446,4.64034922426894
447,4.63515577079585
448,4.62997971583592
449,4.62482096246141
450,4.61967941449892
451,4.6145549765218
452,4.60944755384274
453,4.60435705250639
454,4.59928337928217
455,4.59422644165701
456,4.58918614782834
457,4.58416240669704
458,4.57915512786055
459,4.57416422160603
460,4.56918959890361
461,4.56423117139971
462,4.55928885141048
463,4.55436255191524
464,4.54945218655009
465,4.54455766960152
466,4.53967891600014
467,4.53481584131447
468,4.52996836174479
469,4.5251363941171
470,4.52031985587711
471,4.51551866508429
472,4.51073274040609
473,4.50596200111206
474,4.50120636706819
475,4.49646575873127
476,4.49174009714323
477,4.48702930392569
478,4.48233330127446
479,4.47765201195417
480,4.47298535929289
481,4.46833326717691
482,4.46369566004549
483,4.45907246288571
484,4.45446360122739
485,4.44986900113804
486,4.44528858921788
487,4.4407222925949
488,4.43617003892003
489,4.43163175636228
490,4.42710737360401
491,4.42259681983622
492,4.41810002475389
493,4.41361691855135
494,4.40914743191779
495,4.40469149603271
496,4.40024904256147
497,4.39582000365092
498,4.39140431192504
499,4.38700190048058
500,4.38261270288291
501,4.37823665316169
502,4.37387368580679
503,4.36952373576414
504,4.36518673843165
505,4.36086262965521
506,4.35655134572467
507,4.35225282336989
508,4.3479669997569
509,4.34369381248398
510,4.33943319957787
511,4.33518509949
512,4.33094945109274
513,4.32672619367572
514,4.32251526694216
515,4.31831661100528
516,4.31413016638468
517,4.30995587400285
518,4.30579367518164
519,4.30164351163879
520,4.29750532548453
521,4.29337905921816
522,4.28926465572471
523,4.28516205827162
524,4.28107121050544
525,4.2769920564486
526,4.27292454049616
527,4.26886860741269
528,4.26482420232903
529,4.26079127073925
530,4.25676975849752
531,4.2527596118151
532,4.24876077725725
533,4.2447732017403
534,4.24079683252867
535,4.23683161723195
536,4.23287750380196
537,4.22893444052995
538,4.2250023760437
539,4.22108125930473
540,4.21717103960553
541,4.21327166656679
542,4.20938309013466
543,4.2055052605781
544,4.20163812848617
545,4.19778164476536
546,4.19393576063706
547,4.19010042763488
548,4.18627559760213
549,4.18246122268925
550,4.17865725535136
551,4.17486364834568
552,4.17108035472915
553,4.16730732785592
554,4.16354452137499
555,4.15979188922778
556,4.1560493856458
557,4.15231696514825
558,4.14859458253977
559,4.14488219290807
560,4.14117975162171
561,4.1374872143278
562,4.13380453694982
563,4.13013167568537
564,4.12646858700399
565,4.12281522764499
566,4.11917155461534
567,4.11553752518748
568,4.11191309689728
569,4.10829822754192
570,4.10469287517783
571,4.10109699811865
572,4.0975105549332
573,4.0939335044435
574,4.09036580572276
575,4.08680741809339
576,4.08325830112511
577,4.07971841463299
578,4.07618771867552
579,4.07266617355276
580,4.06915373980442
581,4.06565037820805
582,4.06215604977715
583,4.05867071575938
584,4.05519433763477
585,4.05172687711388
586,4.04826829613608
587,4.04481855686776
588,4.04137762170061
589,4.0379454532499
590,4.03452201435277
591,4.03110726806652
592,4.02770117766697
593,4.02430370664678
594,4.02091481871382
595,4.01753447778951
596,4.01416264800725
597,4.01079929371079
598,4.00744437945268
599,4.00409786999265
600,4.00075973029609
601,3.99742992553252
602,3.99410842107404
603,3.99079518249381
604,3.98749017556458
605,3.98419336625719
606,3.9809047207391
607,3.97762420537292
608,3.97435178671499
609,3.97108743151393
610,3.96783110670923
611,3.96458277942981
612,3.9613424169927
613,3.95810998690157
614,3.95488545684544
615,3.95166879469728
616,3.94845996851265
617,3.94525894652842
618,3.94206569716142
619,3.93888018900711
620,3.93570239083832
621,3.93253227160396
622,3.92936980042772
623,3.92621494660682
624,3.92306767961076
625,3.91992796908011
626,3.9167957848252
627,3.91367109682499
628,3.9105538752258
629,3.90744409034013
630,3.90434171264551
631,3.90124671278324
632,3.89815906155732
633,3.8950787299332
634,3.89200568903672
635,3.8889399101529
636,3.88588136472485
637,3.88283002435268
638,3.87978586079231
639,3.87674884595446
640,3.87371895190351
641,3.87069615085643
642,3.86768041518172
643,3.86467171739834
644,3.86167003017467
645,3.85867532632745
646,3.85568757882075
647,3.85270676076496
648,3.84973284541577
649,3.84676580617313
650,3.84380561658031
651,3.84085225032284
652,3.83790568122758
653,3.83496588326174
654,3.83203283053188
655,3.82910649728299
656,3.82618685789752
657,3.82327388689445
658,3.82036755892833
659,3.8174678487884
660,3.81457473139761
661,3.81168818181177
662,3.80880817521863
663,3.80593468693693
664,3.8030676924156
665,3.80020716723282
666,3.79735308709515
667,3.79450542783668
668,3.79166416541818
669,3.78882927592621
670,3.78600073557233
671,3.78317852069218
672,3.78036260774475
673,3.77755297331147
674,3.77474959409543
675,3.77195244692057
676,3.76916150873087
677,3.76637675658955
678,3.76359816767826
679,3.76082571929635
680,3.75805938886003
681,3.75529915390161
682,3.75254499206878
683,3.74979688112378
684,3.74705479894272
685,3.74431872351476
686,3.74158863294142
687,3.73886450543581
688,3.73614631932192
689,3.7334340530339
690,3.73072768511533
691,3.72802719421849
692,3.72533255910369
693,3.72264375863856
694,3.71996077179731
695,3.7172835776601
696,3.71461215541232
697,3.71194648434392
698,3.70928654384873
699,3.7066323134238
700,3.70398377266873
701,3.70134090128502
702,3.69870367907539
703,3.69607208594318
704,3.69344610189164
705,3.69082570702337
706,3.68821088153962
707,3.68560160573969
708,3.68299786002032
709,3.68039962487505
710,3.6778068808936
711,3.67521960876129
712,3.67263778925841
713,3.67006140325964
714,3.66749043173342
715,3.66492485574141
716,3.66236465643787
717,3.65980981506909
718,3.65726031297279
719,3.6547161315776
720,3.65217725240242
721,3.64964365705594
722,3.64711532723599
723,3.64459224472907
724,3.64207439140973
725,3.63956174924007
726,3.63705430026917
727,3.63455202663257
728,3.63205491055171
729,3.62956293433343
730,3.62707608036943
731,3.62459433113575
732,3.62211766919222
733,3.61964607718201
734,3.61717953783106
735,3.6147180339476
736,3.61226154842165
737,3.60981006422451
738,3.60736356440825
739,3.60492203210526
740,3.60248545052772
741,3.60005380296714
742,3.59762707279386
743,3.5952052434566
744,3.59278829848194
745,3.59037622147391
746,3.58796899611346
747,3.58556660615806
748,3.58316903544119
749,3.58077626787188
750,3.57838828743431
751,3.57600507818731
752,3.57362662426393
753,3.57125290987099
754,3.56888391928866
755,3.56651963686999
756,3.5641600470405
757,3.56180513429775
758,3.55945488321089
759,3.55710927842027
760,3.55476830463699
761,3.55243194664247
762,3.55010018928809
763,3.54777301749472
764,3.54545041625233
765,3.54313237061959
766,3.54081886572348
767,3.53850988675885
768,3.53620541898804
769,3.5339054477405
770,3.53160995841239
771,3.52931893646617
772,3.52703236743025
773,3.52475023689858
774,3.52247253053025
775,3.52019923404918
776,3.51793033324365
777,3.51566581396603
778,3.51340566213233
779,3.51114986372184
780,3.50889840477681
781,3.50665127140207
782,3.50440844976463
783,3.50216992609337
784,3.49993568667867
785,3.49770571787204
786,3.49548000608581
787,3.49325853779274
788,3.49104129952569
789,3.48882827787729
790,3.48661945949958
791,3.48441483110368
792,3.48221437945947
793,3.48001809139521
794,3.47782595379728
795,3.47563795360977
796,3.47345407783423
797,3.47127431352929
798,3.46909864781037
799,3.46692706784933
800,3.46475956087419
801,3.46259611416879
802,3.46043671507248
803,3.45828135097979
804,3.45613000934019
805,3.45398267765769
806,3.4518393434906
807,3.4496999944512
808,3.44756461820545
809,3.44543320247269
810,3.44330573502534
811,3.4411822036886
812,3.43906259634016
813,3.43694690090994
814,3.43483510537974
815,3.432727197783
816,3.43062316620452
817,3.42852299878014
818,3.42642668369649
819,3.42433420919068
820,3.42224556355008
821,3.42016073511196
822,3.41807971226331
823,3.41600248344049
824,3.413929037129
825,3.41185936186322
826,3.40979344622611
827,3.40773127884896
828,3.40567284841116
829,3.40361814363987
830,3.40156715330982
831,3.39951986624304
832,3.39747627130859
833,3.39543635742231
834,3.39340011354657
835,3.39136752869002
836,3.38933859190735
837,3.38731329229901
838,3.38529161901101
839,3.38327356123464
840,3.38125910820625
841,3.37924824920699
842,3.37724097356257
843,3.37523727064305
844,3.37323712986258
845,3.37124054067916
846,3.36924749259442
847,3.36725797515339
848,3.36527197794427
849,3.36328949059817
850,3.36131050278893
851,3.35933500423287
852,3.35736298468857
853,3.35539443395662
854,3.35342934187946
855,3.35146769834109
856,3.34950949326691
857,3.34755471662346
858,3.34560335841823
859,3.34365540869943
860,3.34171085755578
861,3.33976969511631
862,3.33783191155015
863,3.33589749706629
864,3.33396644191341
865,3.33203873637965
866,3.33011437079241
867,3.32819333551815
868,3.3262756209622
869,3.32436121756854
870,3.32245011581958
871,3.32054230623602
872,3.3186377793766
873,3.31673652583792
874,3.31483853625426
875,3.31294380129737
876,3.31105231167627
877,3.30916405813708
878,3.30727903146282
879,3.30539722247322
880,3.30351862202453
881,3.30164322100934
882,3.29977101035637
883,3.29790198103035
884,3.29603612403176
885,3.29417343039668
886,3.29231389119662
887,3.29045749753835
888,3.28860424056366
889,3.28675411144926
890,3.28490710140654
891,3.28306320168146
892,3.2812224035543
893,3.27938469833955
894,3.2775500773857
895,3.2757185320751
896,3.27389005382374
897,3.27206463408115
898,3.27024226433016
899,3.2684229360868
900,3.26660664090009
901,3.26479337035188
902,3.2629831160567
903,3.26117586966159
904,3.25937162284594
905,3.25757036732134
906,3.25577209483138
907,3.25397679715154
908,3.252184466089
909,3.25039509348252
910,3.24860867120222
911,3.24682519114948
912,3.24504464525679
913,3.24326702548754
914,3.24149232383592
915,3.23972053232676
916,3.23795164301535
917,3.23618564798733
918,3.23442253935851
919,3.23266230927475
920,3.23090494991178
921,3.22915045347509
922,3.22739881219976
923,3.22565001835031
924,3.22390406422058
925,3.22216094213358
926,3.22042064444134
927,3.21868316352477
928,3.21694849179354
929,3.21521662168589
930,3.21348754566857
931,3.21176125623662
932,3.21003774591329
933,3.20831700724989
934,3.20659903282564
935,3.20488381524754
936,3.20317134715026
937,3.20146162119597
938,3.19975463007424
939,3.19805036650191
940,3.1963488232229
941,3.19464999300817
942,3.19295386865553
943,3.19126044298953
944,3.18956970886132
945,3.18788165914856
946,3.18619628675524
947,3.1845135846116
948,3.18283354567398
949,3.18115616292472
950,3.17948142937199
951,3.17780933804974
952,3.1761398820175
953,3.17447305436032
954,3.17280884818861
955,3.17114725663805
956,3.16948827286946
957,3.16783189006866
958,3.16617810144638
959,3.16452690023815
960,3.16287827970415
961,3.16123223312912
962,3.15958875382224
963,3.157947835117
964,3.15630947037113
965,3.15467365296642
966,3.15304037630869
967,3.15140963382758
968,3.14978141897654
969,3.14815572523264
970,3.14653254609652
971,3.14491187509222
972,3.14329370576714
973,3.14167803169187
974,3.14006484646013
975,3.13845414368861
976,3.13684591701694
977,3.13524016010751
978,3.13363686664542
979,3.13203603033832
980,3.13043764491636
981,3.12884170413208
982,3.12724820176025
983,3.12565713159786
984,3.12406848746393
985,3.12248226319946
986,3.12089845266734
987,3.11931704975219
988,3.11773804836032
989,3.11616144241963
990,3.11458722587945
991,3.11301539271051
992,3.11144593690483
993,3.10987885247558
994,3.10831413345704
995,3.10675177390448
996,3.10519176789404
997,3.10363410952269
998,3.10207879290809
999,3.10052581218853
1000,3.09897516152281
1001,3.09742683509015
1002,3.09588082709012
1003,3.09433713174254
1004,3.09279574328738
1005,3.09125665598466
1006,3.0897198641144
1007,3.08818536197648
1008,3.08665314389061
1009,3.08512320419618
1010,3.0835955372522
1011,3.08207013743724
1012,3.08054699914929
1013,3.07902611680571
1014,3.07750748484315
1015,3.07599109771741
1016,3.07447694990343
1017,3.07296503589516
1018,3.07145535020547
1019,3.0699478873661
1020,3.06844264192755
1021,3.06693960845901
1022,3.06543878154826
1023,3.06394015580162
1024,3.06244372584383
1025,3.06094948631802
1026,3.05945743188556
1027,3.05796755722605
1028,3.05647985703718
1029,3.05499432603471
1030,3.05351095895234
1031,3.05202975054166
1032,3.05055069557205
1033,3.04907378883065
1034,3.04759902512221
1035,3.04612639926907
1036,3.04465590611108
1037,3.04318754050549
1038,3.0417212973269
1039,3.04025717146719
1040,3.03879515783541
1041,3.03733525135777
1042,3.03587744697748
1043,3.03442173965477
1044,3.03296812436673
1045,3.0315165961073
1046,3.03006714988717
1047,3.02861978073371
1048,3.0271744836909
1049,3.02573125381927
1050,3.0242900861958
1051,3.02285097591389
1052,3.02141391808325
1053,3.01997890782986
1054,3.01854594029588
1055,3.01711501063961
1056,3.01568611403536
1057,3.01425924567347
1058,3.01283440076017
1059,3.01141157451753
1060,3.00999076218342
1061,3.00857195901141
1062,3.00715516027073
1063,3.00574036124616
1064,3.00432755723803
1065,3.00291674356209
1066,3.0015079155495
1067,3.00010106854671
1068,2.99869619791546
1069,2.99729329903263
1070,2.99589236729028
1071,2.99449339809549
1072,2.99309638687035
1073,2.99170132905191
1074,2.99030822009207
1075,2.98891705545753
1076,2.98752783062978
1077,2.98614054110495
1078,2.98475518239383
1079,2.98337175002176
1080,2.98199023952859
1081,2.98061064646862
1082,2.97923296641052
1083,2.97785719493729
1084,2.9764833276462
1085,2.97511136014873
1086,2.97374128807048
1087,2.97237310705116
1088,2.97100681274452
1089,2.96964240081826
1090,2.96827986695401
1091,2.96691920684724
1092,2.96556041620723
1093,2.96420349075701
1094,2.96284842623328
1095,2.96149521838638
1096,2.96014386298023
1097,2.95879435579225
1098,2.95744669261335
1099,2.95610086924782
1100,2.95475688151331
1101,2.95341472524079
1102,2.95207439627444
1103,2.95073589047166
1104,2.94939920370297
1105,2.94806433185198
1106,2.94673127081531
1107,2.94540001650259
1108,2.94407056483635
1109,2.942742911752
1110,2.94141705319776
1111,2.94009298513464
1112,2.93877070353633
1113,2.93745020438921
1114,2.93613148369228
1115,2.93481453745707
1116,2.93349936170765
1117,2.93218595248053
1118,2.93087430582466
1119,2.92956441780133
1120,2.92825628448413
1121,2.92694990195894
1122,2.92564526632383
1123,2.92434237368904
1124,2.92304122017694
1125,2.92174180192194
1126,2.92044411507049
1127,2.91914815578099
1128,2.91785392022379
1129,2.91656140458109
1130,2.91527060504693
1131,2.91398151782713
1132,2.91269413913924
1133,2.91140846521249
1134,2.91012449228777
1135,2.90884221661755
1136,2.90756163446585
1137,2.90628274210819
1138,2.90500553583157
1139,2.90373001193436
1140,2.90245616672635
1141,2.9011839965286
1142,2.89991349767349
1143,2.8986446665046
1144,2.89737749937672
1145,2.89611199265578
1146,2.89484814271881
1147,2.89358594595389
1148,2.89232539876014
1149,2.89106649754761
1150,2.88980923873732
1151,2.88855361876115
1152,2.88729963406183
1153,2.88604728109289
1154,2.88479655631862
1155,2.88354745621402
1156,2.88229997726478
1157,2.88105411596722
1158,2.87980986882823
1159,2.87856723236527
1160,2.87732620310631
1161,2.87608677758979
1162,2.87484895236456
1163,2.87361272398989
1164,2.87237808903538
1165,2.87114504408093
1166,2.86991358571672
1167,2.86868371054316
1168,2.86745541517084
1169,2.86622869622051
1170,2.86500355032302
1171,2.86377997411931
1172,2.86255796426033
1173,2.86133751740705
1174,2.86011863023038
1175,2.85890129941114
1176,2.85768552164006
1177,2.85647129361769
1178,2.85525861205439
1179,2.85404747367029
1180,2.85283787519525
1181,2.85162981336882
1182,2.85042328494021
1183,2.84921828666826
1184,2.84801481532136
1185,2.84681286767748
1186,2.8456124405241
1187,2.84441353065815
1188,2.84321613488602
1189,2.84202025002349
1190,2.84082587289572
1191,2.83963300033718
1192,2.83844162919167
1193,2.83725175631223
1194,2.83606337856112
1195,2.8348764928098
1196,2.83369109593891
1197,2.83250718483816
1198,2.83132475640641
1199,2.83014380755153
1200,2.82896433519043
1201,2.827786336249
1202,2.82660980766208
1203,2.82543474637345
1204,2.82426114933575
1205,2.82308901351048
1206,2.82191833586798
1207,2.82074911338734
1208,2.81958134305645
1209,2.81841502187188
1210,2.81725014683892
1211,2.81608671497149
1212,2.81492472329215
1213,2.81376416883207
1214,2.81260504863094
1215,2.81144735973702
1216,2.81029109920704
1217,2.80913626410621
1218,2.80798285150817
1219,2.80683085849497
1220,2.80568028215702
1221,2.80453111959308
1222,2.80338336791023
1223,2.80223702422382
1224,2.80109208565744
1225,2.79994854934293
1226,2.7988064124203
1227,2.79766567203771
1228,2.79652632535147
1229,2.79538836952598
1230,2.79425180173372
1231,2.79311661915519
1232,2.79198281897892
1233,2.79085039840142
1234,2.78971935462714
1235,2.78858968486848
1236,2.78746138634571
1237,2.78633445628698
1238,2.78520889192828
1239,2.78408469051339
1240,2.78296184929389
1241,2.78184036552911
1242,2.7807202364861
1243,2.77960145943961
1244,2.77848403167207
1245,2.77736795047353
1246,2.77625321314166
1247,2.77513981698172
1248,2.77402775930654
1249,2.77291703743647
1250,2.77180764869936
1251,2.77069959043053
1252,2.76959285997278
1253,2.76848745467632
1254,2.76738337189874
1255,2.76628060900503
1256,2.76517916336749
1257,2.76407903236578
1258,2.76298021338681
1259,2.76188270382478
1260,2.76078650108114
1261,2.75969160256452
1262,2.75859800569076
1263,2.75750570788286
1264,2.75641470657097
1265,2.75532499919232
1266,2.75423658319125
1267,2.75314945601916
1268,2.75206361513448
1269,2.75097905800266
1270,2.74989578209612
1271,2.74881378489425
1272,2.74773306388338
1273,2.74665361655676
1274,2.74557544041451
1275,2.74449853296362
1276,2.74342289171793
1277,2.74234851419808
1278,2.74127539793152
1279,2.74020354045245
1280,2.73913293930182
1281,2.73806359202729
1282,2.73699549618325
1283,2.73592864933072
1284,2.73486304903739
1285,2.73379869287759
1286,2.73273557843223
1287,2.7316737032888
1288,2.73061306504137
1289,2.72955366129052
1290,2.72849548964335
1291,2.72743854771346
1292,2.72638283312089
1293,2.72532834349215
1294,2.72427507646016
1295,2.72322302966424
1296,2.72217220075007
1297,2.72112258736972
1298,2.72007418718156
1299,2.71902699785028
1300,2.71798101704687
1301,2.71693624244858
1302,2.71589267173889
1303,2.71485030260752
1304,2.7138091327504
1305,2.71276915986962
1306,2.71173038167343
1307,2.71069279587625
1308,2.70965640019857
1309,2.70862119236702
1310,2.70758717011427
1311,2.70655433117907
1312,2.70552267330619
1313,2.70449219424641
1314,2.70346289175651
1315,2.70243476359925
1316,2.70140780754332
1317,2.70038202136335
1318,2.6993574028399
1319,2.69833394975938
1320,2.6973116599141
1321,2.69629053110222
1322,2.69527056112773
1323,2.69425174780041
1324,2.69323408893585
1325,2.69221758235541
1326,2.6912022258862
1327,2.69018801736107
1328,2.68917495461855
1329,2.6881630355029
1330,2.68715225786405
1331,2.68614261955756
1332,2.68513411844465
1333,2.68412675239215
1334,2.68312051927248
1335,2.68211541696365
1336,2.68111144334923
1337,2.68010859631831
1338,2.67910687376554
1339,2.67810627359105
1340,2.67710679370045
1341,2.67610843200483
1342,2.67511118642073
1343,2.67411505487012
1344,2.67312003528037
1345,2.67212612558426
1346,2.67113332371994
1347,2.67014162763092
1348,2.66915103526605
1349,2.66816154457949
1350,2.66717315353073
1351,2.66618586008453
1352,2.66519966221092
1353,2.66421455788519
1354,2.66323054508786
1355,2.66224762180468
1356,2.66126578602657
1357,2.66028503574965
1358,2.65930536897523
1359,2.65832678370972
1360,2.6573492779647
1361,2.65637284975684
1362,2.65539749710793
1363,2.65442321804483
1364,2.65345001059945
